GEOID,Slope,VRML,VRM,VRML_St
22031,1.549901,0.00007,0.000228,0.000053
34003,2.660718,0.000156,0.000677,0.000102
30013,6.596791,0.000507,0.00293,0.000501
8051,13.736119,0.001154,0.00673,0.000564
18067,0.714822,0.000033,0.000085,0.000102
19025,0.811948,0.000034,0.000079,0.000094
37059,2.204825,0.000132,0.000426,0.000326
42113,7.374565,0.000376,0.002797,0.00037
13229,0.98029,0.000049,0.000116,0.000157
1099,2.323875,0.000135,0.000497,0.000183
24025,2.83736,0.000205,0.000787,0.000178
36075,1.962166,0.000098,0.000354,0.000214
21217,3.33945,0.000369,0.001238,0.000807
21183,2.880958,0.000224,0.000801,0.000807
27077,0.621088,0.000021,0.000052,0.000071
24011,0.925888,0.00004,0.00011,0.000178
19029,2.329737,0.000119,0.000417,0.000094
19123,1.730791,0.000076,0.000261,0.000094
40095,1.722865,0.000077,0.000255,0.000083
13075,1.324569,0.000095,0.000222,0.000157
13267,1.134695,0.000047,0.000132,0.000157
1033,3.338453,0.000264,0.00114,0.000183
32031,6.720492,0.000469,0.002539,0.000559
1035,1.935403,0.000087,0.000315,0.000183
36061,2.498171,0.000369,0.001113,0.000214
47105,4.104136,0.00034,0.00148,0.000501
18027,1.200954,0.000048,0.000163,0.000102
23025,3.849876,0.000114,0.000656,0.000116
49011,7.993995,0.000742,0.004109,0.000891
50009,6.299023,0.000189,0.00133,0.00036
21231,7.714592,0.000694,0.003778,0.000807
46009,1.101497,0.00004,0.000137,0.000099
27061,1.485752,0.000083,0.000271,0.000071
27117,1.00727,0.000023,0.000077,0.000071
12053,1.456565,0.000081,0.000234,0.000081
48073,2.145311,0.000108,0.000382,0.000105
51009,7.370889,0.000712,0.003533,0.000533
49001,6.115958,0.000538,0.002649,0.000891
39025,2.208041,0.000154,0.000601,0.000249
41029,11.679557,0.001089,0.005919,0.000839
42009,7.78977,0.000551,0.002995,0.00037
45023,2.335576,0.00013,0.000459,0.000113
30017,3.034208,0.000219,0.00079,0.000501
13039,1.067571,0.000065,0.000167,0.000157
8091,12.645082,0.001261,0.006514,0.000564
42061,7.914061,0.000511,0.002881,0.00037
21119,14.885684,0.003037,0.015258,0.000807
17017,1.034068,0.000061,0.000189,0.000059
54013,10.641424,0.002638,0.010295,0.001546
46103,3.848663,0.000344,0.001482,0.000099
6059,6.149836,0.000786,0.003534,0.000882
6049,4.240789,0.000222,0.001321,0.000882
6099,4.335655,0.000569,0.002386,0.000882
6021,6.737824,0.000615,0.002926,0.000882
6081,9.011826,0.001056,0.005068,0.000882
6079,7.859535,0.001027,0.004354,0.000882
6029,6.344143,0.000628,0.003061,0.000882
17139,0.483703,0.000013,0.000032,0.000059
37113,13.532076,0.001421,0.008108,0.000326
37009,10.620595,0.001415,0.006542,0.000326
26029,2.8786,0.000177,0.000679,0.000073
6057,10.405437,0.000882,0.004865,0.000882
18139,0.727542,0.000027,0.000074,0.000102
36029,1.971498,0.00009,0.000314,0.000214
41035,4.829733,0.00019,0.001145,0.000839
1043,2.988507,0.000234,0.000912,0.000183
21177,2.700471,0.000187,0.000696,0.000807
17153,1.516053,0.000088,0.000259,0.000059
25023,1.769174,0.000116,0.000335,0.000194
28089,1.505855,0.000072,0.000226,0.000088
4015,7.05687,0.000905,0.003931,0.000642
53025,2.533819,0.000142,0.000626,0.000965
54017,10.864512,0.002144,0.009674,0.001546
54005,16.532515,0.003048,0.016928,0.001546
35061,2.37133,0.000148,0.000658,0.000347
56013,6.232528,0.000521,0.002617,0.000425
40089,2.763288,0.000213,0.000869,0.000083
30059,8.378786,0.000592,0.003539,0.000501
20123,1.31697,0.000044,0.00015,0.00005
28151,0.638153,0.000025,0.000069,0.000088
27097,1.297126,0.000058,0.000192,0.000071
27173,0.842132,0.000029,0.000088,0.000071
46093,2.321966,0.000123,0.000502,0.000099
51113,7.291792,0.000537,0.002956,0.000533
21025,11.644504,0.00308,0.012007,0.000807
5041,0.741668,0.000032,0.000091,0.000201
12097,0.812963,0.000042,0.000101,0.000081
12065,1.439911,0.000074,0.000214,0.000081
42091,2.4964,0.000109,0.000472,0.00037
45063,1.894755,0.000082,0.000272,0.000113
42033,5.849604,0.000385,0.002386,0.00037
48039,0.640243,0.000026,0.000062,0.000105
48499,1.655734,0.000077,0.000251,0.000105
48289,1.643208,0.000063,0.000229,0.000105
48317,0.777614,0.000034,0.000069,0.000105
37049,0.948146,0.000043,0.000115,0.000326
13077,2.387637,0.000179,0.000542,0.000157
17041,0.436309,0.000011,0.000029,0.000059
37177,0.86658,0.000039,0.000103,0.000326
48069,0.758119,0.000027,0.000059,0.000105
48343,1.622654,0.000071,0.000242,0.000105
48465,3.789396,0.000398,0.001604,0.000105
48377,4.514399,0.00051,0.002129,0.000105
51137,2.721336,0.000137,0.000557,0.000533
51001,1.048093,0.000085,0.000219,0.000533
51161,9.687697,0.001004,0.004857,0.000533
5063,3.179931,0.000216,0.00091,0.000201
5013,1.122299,0.000046,0.000134,0.000201
34005,0.955327,0.000036,0.000104,0.000102
30009,8.449243,0.00082,0.004007,0.000501
36003,5.993,0.000238,0.001623,0.000214
24015,2.175958,0.000139,0.000489,0.000178
24009,2.040379,0.000176,0.000507,0.000178
47173,8.054177,0.001031,0.004821,0.000501
47145,6.020448,0.000572,0.002643,0.000501
47045,1.102152,0.000055,0.000158,0.000501
9001,3.743671,0.000218,0.001033,0.000208
8035,5.988559,0.000541,0.002529,0.000564
8097,18.161525,0.001591,0.009217,0.000564
8093,8.643242,0.00052,0.003244,0.000564
18007,0.535125,0.00001,0.000028,0.000102
13219,2.185659,0.000121,0.000406,0.000157
13315,1.402116,0.000082,0.000207,0.000157
1117,3.513961,0.000266,0.001174,0.000183
45051,1.587364,0.000139,0.000338,0.000113
45085,1.085079,0.000051,0.000144,0.000113
45057,2.292588,0.000125,0.000447,0.000113
39151,2.380571,0.000151,0.000558,0.000249
39129,0.91082,0.000031,0.000096,0.000249
39133,1.740034,0.000084,0.00027,0.000249
45029,1.249273,0.00008,0.000201,0.000113
39127,3.65048,0.000336,0.001209,0.000249
39003,0.885513,0.000042,0.00012,0.000249
39019,4.552728,0.000481,0.001912,0.000249
12111,0.801202,0.000052,0.000105,0.000081
12027,0.598918,0.000024,0.000054,0.000081
12085,0.752379,0.000043,0.000091,0.000081
12005,0.828123,0.000036,0.000099,0.000081
12021,0.724971,0.000032,0.000075,0.000081
42123,6.439478,0.000307,0.002168,0.00037
40111,1.67287,0.000066,0.000273,0.000083
40071,1.083074,0.000038,0.000116,0.000083
40049,1.495333,0.000051,0.000173,0.000083
39139,2.283912,0.000121,0.000501,0.000249
40051,1.601466,0.000049,0.00018,0.000083
45039,2.643601,0.000174,0.000597,0.000113
6035,5.724113,0.000257,0.00162,0.000882
12001,2.187198,0.000307,0.000738,0.000081
12039,1.90847,0.000101,0.00035,0.000081
12019,1.541566,0.000144,0.000353,0.000081
45037,2.20094,0.00011,0.000399,0.000113
39165,1.699775,0.000085,0.000309,0.000249
39161,0.541983,0.000021,0.000058,0.000249
48151,1.269556,0.000049,0.000146,0.000105
48095,1.169061,0.00003,0.000096,0.000105
48191,1.947676,0.000102,0.000351,0.000105
48021,1.390499,0.000041,0.000149,0.000105
48299,2.322604,0.000118,0.000531,0.000105
48145,0.969073,0.00003,0.000086,0.000105
48149,1.246909,0.00004,0.000128,0.000105
48013,0.912579,0.000017,0.000058,0.000105
39099,1.729311,0.000071,0.000234,0.000249
42105,10.273689,0.000832,0.005981,0.00037
48113,1.174859,0.000046,0.000133,0.000105
42049,2.435491,0.000111,0.000404,0.00037
39169,1.992084,0.000077,0.000288,0.000249
41067,6.90775,0.000734,0.003411,0.000839
42121,5.111335,0.000258,0.001695,0.00037
39097,0.571216,0.000016,0.000044,0.000249
42119,6.29575,0.000283,0.00188,0.00037
39135,1.190316,0.000053,0.00016,0.000249
48335,1.150887,0.000029,0.000095,0.000105
48503,1.491201,0.000057,0.000216,0.000105
48111,0.769279,0.000031,0.000064,0.000105
48221,1.803645,0.000067,0.000264,0.000105
48027,1.546148,0.000052,0.000211,0.000105
48065,1.186711,0.000047,0.000135,0.000105
48179,1.778331,0.000103,0.000293,0.000105
48337,1.707153,0.00006,0.00023,0.000105
48183,1.657953,0.000077,0.000252,0.000105
48193,1.854953,0.000055,0.000247,0.000105
48115,0.839758,0.000032,0.000077,0.000105
48147,1.050117,0.000036,0.000105,0.000105
48085,1.141218,0.000036,0.000108,0.000105
48257,0.962732,0.000035,0.000092,0.000105
48253,0.728556,0.000019,0.000048,0.000105
48291,0.897453,0.000036,0.000104,0.000105
51043,3.22483,0.000178,0.000875,0.000533
51820,3.116661,0.000194,0.000864,0.000533
51183,1.194136,0.000055,0.000153,0.000533
51079,8.187149,0.000495,0.003079,0.000533
51740,0.830415,0.000059,0.00013,0.000533
51520,4.298736,0.000448,0.001875,0.000533
51660,2.884285,0.00016,0.000687,0.000533
48177,1.132904,0.000033,0.000104,0.000105
48143,1.907279,0.000073,0.000289,0.000105
48247,0.643922,0.000017,0.000039,0.000105
48451,1.389208,0.000039,0.00017,0.000105
48019,5.530543,0.000749,0.00322,0.000105
51510,2.192015,0.000109,0.000353,0.000533
51650,0.840225,0.000049,0.000121,0.000533
31051,2.555769,0.000161,0.000582,0.000076
31035,0.691677,0.000021,0.000055,0.000076
12133,1.547237,0.000068,0.000233,0.000081
12003,2.309339,0.000367,0.00087,0.000081
31113,1.674994,0.000068,0.000218,0.000076
5083,4.392475,0.000237,0.001229,0.000201
51021,10.521152,0.000909,0.004355,0.000533
51730,1.287247,0.000062,0.000181,0.000533
51610,1.979624,0.000081,0.000261,0.000533
51197,7.359536,0.000809,0.003563,0.000533
51680,3.469715,0.000255,0.000984,0.000533
51710,0.817994,0.000047,0.000104,0.000533
51700,1.193695,0.000071,0.000192,0.000533
51540,2.92326,0.00017,0.000677,0.000533
51013,2.5969,0.000176,0.000579,0.000533
51550,1.066187,0.000058,0.000157,0.000533
51670,1.373989,0.000075,0.000214,0.000533
31099,0.600892,0.000018,0.000043,0.000076
31141,1.392776,0.000048,0.000177,0.000076
31003,1.35717,0.000049,0.000157,0.000076
31033,1.171046,0.000037,0.000128,0.000076
31069,2.082204,0.000081,0.000344,0.000076
31109,1.60818,0.000055,0.000186,0.000076
31167,2.077085,0.000087,0.000329,0.000076
31061,1.546765,0.000067,0.000221,0.000076
31127,1.885425,0.000084,0.000304,0.000076
31137,0.809575,0.000029,0.000086,0.000076
31079,0.585753,0.000018,0.000046,0.000076
31153,2.031,0.000094,0.000337,0.000076
31111,1.816436,0.00009,0.000329,0.000076
33019,6.250287,0.000276,0.001653,0.000265
29181,3.06814,0.000241,0.00093,0.000189
29229,3.334741,0.000196,0.000873,0.000189
29015,2.78234,0.000201,0.000751,0.000189
29097,1.196366,0.000046,0.000144,0.000189
29093,5.439915,0.000427,0.001942,0.000189
29025,1.748397,0.000069,0.000245,0.000189
29003,2.078658,0.00011,0.00039,0.000189
29175,1.526279,0.000074,0.000237,0.000189
31013,1.093332,0.000029,0.000104,0.000076
31131,1.900077,0.000071,0.000268,0.000076
31059,0.690184,0.000023,0.000056,0.000076
5149,4.38942,0.000304,0.001513,0.000201
5111,0.663491,0.000026,0.000072,0.000201
29119,3.670319,0.000385,0.001292,0.000189
37067,2.590521,0.000165,0.000579,0.000326
37077,1.924367,0.000103,0.000326,0.000326
37001,1.954931,0.000106,0.000346,0.000326
29107,1.696138,0.000064,0.00024,0.000189
29051,3.233983,0.000245,0.000934,0.000189
5071,7.601372,0.000591,0.00322,0.000201
5087,7.083503,0.000437,0.002569,0.000201
5079,0.925341,0.000034,0.000105,0.000201
5129,7.257021,0.00073,0.003331,0.000201
22103,0.894501,0.000056,0.000151,0.000053
22125,1.730218,0.000112,0.000335,0.000053
22003,1.095257,0.00005,0.000145,0.000053
22041,0.750848,0.000033,0.000085,0.000053
22013,1.805666,0.000081,0.000285,0.000053
22053,0.590689,0.000023,0.000059,0.000053
22023,0.421918,0.000017,0.000034,0.000053
22087,0.472157,0.00002,0.000045,0.000053
22007,0.701273,0.000029,0.000069,0.000053
12013,1.182748,0.000056,0.000159,0.000081
34033,1.039535,0.000052,0.000137,0.000102
34009,0.746641,0.000035,0.000084,0.000102
29071,3.357958,0.000252,0.00099,0.000189
29167,2.303736,0.000109,0.000429,0.000189
29131,3.65713,0.000333,0.001237,0.000189
29145,1.887236,0.000103,0.000365,0.000189
29079,1.693645,0.000076,0.000249,0.000189
29009,3.925025,0.00046,0.001782,0.000189
30041,1.714444,0.000108,0.000454,0.000501
29153,4.69875,0.000414,0.001835,0.000189
29075,1.959762,0.00009,0.00031,0.000189
29063,1.760753,0.000074,0.000247,0.000189
29221,4.033566,0.000337,0.001334,0.000189
30065,3.000337,0.000192,0.00076,0.000501
38001,1.48392,0.000047,0.00018,0.000063
38065,2.062256,0.000082,0.000308,0.000063
20133,0.921039,0.000023,0.000071,0.00005
20105,1.736914,0.000067,0.000253,0.00005
20079,0.685117,0.000023,0.000052,0.00005
20191,0.791654,0.000026,0.000062,0.00005
20029,1.356013,0.000045,0.000157,0.00005
20001,0.903691,0.000023,0.000069,0.00005
20007,1.658494,0.000075,0.000234,0.00005
41027,13.826436,0.001265,0.006975,0.000839
46051,0.978493,0.000029,0.000084,0.000099
29213,5.560301,0.000588,0.00256,0.000189
29209,5.015221,0.000663,0.002509,0.000189
29115,1.667609,0.000069,0.000236,0.000189
30011,2.16773,0.000112,0.000433,0.000501
37063,2.200912,0.000125,0.000426,0.000326
17101,1.095818,0.000049,0.000134,0.000059
29061,1.697321,0.000076,0.00025,0.000189
49055,6.785902,0.001002,0.004083,0.000891
49021,5.430603,0.000504,0.002423,0.000891
36097,5.122513,0.000181,0.001106,0.000214
16051,0.905178,0.000032,0.000104,0.000996
35027,4.339769,0.000384,0.001745,0.000347
20009,0.804734,0.000022,0.000063,0.00005
20019,2.201844,0.000093,0.000396,0.00005
20107,1.57458,0.00007,0.000261,0.00005
20127,1.37927,0.000049,0.000162,0.00005
48195,1.132892,0.000054,0.000149,0.000105
20011,1.318408,0.000042,0.000152,0.00005
46105,1.895646,0.000072,0.000276,0.000099
46109,1.044287,0.000031,0.000095,0.000099
46091,1.126466,0.000041,0.00013,0.000099
32019,6.018738,0.000494,0.002466,0.000559
48163,0.90194,0.000022,0.000065,0.000105
48011,2.621676,0.000219,0.000862,0.000105
48129,2.098574,0.00011,0.00034,0.000105
28073,1.602169,0.000063,0.000208,0.000088
28147,1.601417,0.000076,0.000232,0.000088
28061,1.956588,0.000093,0.000337,0.000088
1015,4.335745,0.000371,0.001628,0.000183
1075,2.8718,0.000192,0.000714,0.000183
1123,2.741664,0.00017,0.000627,0.000183
17133,1.674401,0.000135,0.000461,0.000059
17187,0.938592,0.000041,0.000122,0.000059
17171,1.257274,0.000064,0.000216,0.000059
17147,0.511317,0.000013,0.000034,0.000059
32009,5.905274,0.000516,0.00241,0.000559
1013,2.023714,0.000112,0.000399,0.000183
35013,3.009228,0.00027,0.001187,0.000347
39029,3.750082,0.000321,0.001325,0.000249
39027,0.932373,0.000035,0.000109,0.000249
39077,0.993678,0.000042,0.000126,0.000249
41009,7.001524,0.000802,0.003478,0.000839
35009,0.867768,0.000034,0.00008,0.000347
1029,4.376113,0.000423,0.00161,0.000183
17079,0.94014,0.000055,0.000147,0.000059
28035,1.500042,0.000064,0.000205,0.000088
28025,1.33789,0.000062,0.000188,0.000088
17081,1.12635,0.000051,0.00014,0.000059
37041,1.226271,0.000076,0.000203,0.000326
31017,1.677087,0.000066,0.000244,0.000076
26157,0.839733,0.00003,0.000085,0.000073
26061,2.120284,0.000091,0.000323,0.000073
36005,1.968395,0.000112,0.000416,0.000214
37011,12.056305,0.001145,0.00625,0.000326
31147,1.96297,0.000088,0.000322,0.000076
31031,2.226942,0.000076,0.000343,0.000076
31001,0.803484,0.000022,0.000067,0.000076
17201,1.412427,0.000042,0.000155,0.000059
17029,0.772471,0.000032,0.000098,0.000059
40021,3.635984,0.000286,0.001137,0.000083
17099,0.860941,0.000038,0.000116,0.000059
18183,1.236977,0.000065,0.000194,0.000102
18031,1.11255,0.000059,0.000174,0.000102
19135,2.451934,0.000161,0.000542,0.000094
19011,1.491221,0.00006,0.000195,0.000094
37181,2.002617,0.000111,0.000366,0.000326
13285,2.584836,0.000207,0.000663,0.000157
18055,2.406314,0.00014,0.000598,0.000102
18105,3.528804,0.000341,0.001235,0.000102
22019,0.880999,0.000043,0.00011,0.000053
22121,0.919398,0.000049,0.000121,0.000053
19005,4.765369,0.000601,0.002539,0.000094
21015,3.375059,0.000264,0.001147,0.000807
28017,1.512487,0.000077,0.000243,0.000088
28091,1.729582,0.000082,0.000261,0.000088
28047,1.201523,0.000054,0.000149,0.000088
28009,2.345952,0.000129,0.000467,0.000088
18141,1.059259,0.00005,0.000145,0.000102
18169,1.175879,0.000067,0.000192,0.000102
40017,1.181356,0.000042,0.00013,0.000083
28039,1.53654,0.000064,0.000215,0.000088
28003,2.20874,0.000138,0.000507,0.000088
36109,4.488371,0.000171,0.000958,0.000214
31027,2.032395,0.000097,0.000335,0.000076
21199,5.438482,0.000639,0.002857,0.000807
28123,1.664453,0.000084,0.00027,0.000088
36035,4.122787,0.000215,0.001083,0.000214
39007,1.410496,0.000071,0.000212,0.000249
39033,0.902607,0.000037,0.000111,0.000249
39009,5.211753,0.00068,0.002546,0.000249
39047,0.618038,0.000017,0.000046,0.000249
36089,2.581336,0.000142,0.000593,0.000214
36055,1.41159,0.000068,0.00023,0.000214
33011,4.10742,0.000184,0.000929,0.000265
39071,1.915104,0.000099,0.00038,0.000249
39059,5.061315,0.000521,0.002221,0.000249
48489,0.490956,0.000015,0.000033,0.000105
26015,1.764176,0.000102,0.00033,0.000073
19183,1.475049,0.000064,0.000216,0.000094
26045,1.12845,0.000044,0.000135,0.000073
26011,1.087115,0.000048,0.000139,0.000073
26155,0.918243,0.000039,0.000109,0.000073
13095,1.395996,0.00011,0.000251,0.000157
17143,1.461544,0.000086,0.000289,0.000059
17051,1.005149,0.000049,0.000152,0.000059
17069,3.588746,0.000247,0.001086,0.000059
24510,2.129831,0.000114,0.000418,0.000178
28037,2.194913,0.000135,0.000426,0.000088
19095,1.988036,0.000099,0.000345,0.000094
17195,0.973076,0.000039,0.000118,0.000059
21129,7.687915,0.001486,0.00556,0.000807
19105,2.081595,0.000127,0.000441,0.000094
19187,0.982941,0.000051,0.000168,0.000094
17181,3.071787,0.00027,0.00096,0.000059
18033,1.181978,0.000064,0.000186,0.000102
19195,0.814513,0.000027,0.000071,0.000094
18163,1.393287,0.000064,0.000209,0.000102
18157,0.987049,0.000045,0.000143,0.000102
18073,0.69759,0.000027,0.000072,0.000102
18079,1.839905,0.000123,0.000386,0.000102
31173,2.687734,0.00016,0.000605,0.000076
22095,0.384192,0.00002,0.000051,0.000053
22093,0.712263,0.000028,0.000071,0.000053
21213,1.441536,0.00006,0.000212,0.000807
39137,0.545563,0.000023,0.000058,0.000249
28045,1.183305,0.000059,0.000159,0.000088
28077,1.870183,0.0001,0.000314,0.000088
28069,1.977251,0.000104,0.000366,0.000088
28115,1.705318,0.000085,0.000288,0.000088
28105,1.515474,0.000071,0.000226,0.000088
40123,1.741881,0.000064,0.000244,0.000083
42131,7.804705,0.000368,0.002665,0.00037
40031,1.873514,0.000095,0.000435,0.000083
16027,1.412704,0.000049,0.00021,0.000996
21239,2.713667,0.000232,0.000919,0.000807
39117,1.26147,0.000049,0.000159,0.000249
36039,8.322405,0.000352,0.002641,0.000214
36049,2.435101,0.00014,0.000489,0.000214
26043,2.210851,0.000111,0.000425,0.000073
26093,1.579614,0.000088,0.00027,0.000073
17119,1.087866,0.000063,0.000177,0.000059
17053,0.560784,0.000014,0.000033,0.000059
37195,1.243802,0.000086,0.000203,0.000326
26051,1.077513,0.000046,0.000133,0.000073
36011,2.537997,0.000108,0.000438,0.000214
36015,6.805659,0.000272,0.002139,0.000214
21221,2.628521,0.000198,0.000676,0.000807
13115,4.08937,0.000322,0.001418,0.000157
17173,0.857628,0.000036,0.000112,0.000059
17117,0.927741,0.00005,0.00015,0.000059
18173,1.607642,0.000083,0.000259,0.000102
19035,1.594284,0.000054,0.000198,0.000094
19129,2.243733,0.000123,0.000466,0.000094
26105,1.354888,0.00007,0.000215,0.000073
26113,1.439305,0.000058,0.000198,0.000073
26123,1.534247,0.000077,0.000251,0.000073
19065,1.924356,0.000108,0.000435,0.000094
21141,2.20076,0.000129,0.00053,0.000807
27157,3.764763,0.0004,0.001805,0.000071
30037,3.155888,0.000183,0.000936,0.000501
26119,2.012418,0.000086,0.000324,0.000073
8067,10.478911,0.001125,0.005866,0.000564
8125,1.184723,0.000045,0.000154,0.000564
8063,1.070877,0.000032,0.000097,0.000564
8081,6.350153,0.000563,0.002724,0.000564
8045,13.73414,0.001579,0.008407,0.000564
39087,6.658288,0.001129,0.004207,0.000249
39039,0.827486,0.000038,0.000109,0.000249
39021,1.162374,0.000041,0.000137,0.000249
29129,2.233829,0.000109,0.000392,0.000189
19077,2.447182,0.000147,0.00052,0.000094
18135,0.852638,0.000034,0.000095,0.000102
18043,3.575503,0.000405,0.001468,0.000102
16075,4.3025,0.000441,0.00181,0.000996
51035,6.863279,0.000816,0.00347,0.000533
5077,0.825934,0.00004,0.000112,0.000201
37185,1.89763,0.00008,0.000277,0.000326
37197,2.770403,0.000176,0.000653,0.000326
17175,1.034386,0.000035,0.000114,0.000059
25003,6.594792,0.000336,0.002024,0.000194
25007,1.667438,0.00009,0.000271,0.000194
39115,5.019161,0.000574,0.002224,0.000249
1021,2.739924,0.00018,0.000641,0.000183
13225,1.615675,0.000068,0.000232,0.000157
5127,5.693921,0.000346,0.001873,0.000201
36079,6.499066,0.000392,0.002473,0.000214
17137,0.907474,0.000043,0.00013,0.000059
31103,1.84957,0.000108,0.000376,0.000076
1045,2.342256,0.000114,0.000432,0.000183
26021,1.390487,0.000076,0.000226,0.000073
26151,0.82937,0.000033,0.000089,0.000073
37189,11.680518,0.001372,0.006906,0.000326
8041,3.29505,0.000262,0.001196,0.000564
26079,1.733023,0.000084,0.000299,0.000073
30095,6.929472,0.000606,0.002984,0.000501
17055,1.122391,0.000049,0.000133,0.000059
17155,1.446625,0.000082,0.000284,0.000059
13045,2.541302,0.000143,0.000503,0.000157
13035,2.150896,0.000107,0.000383,0.000157
19159,2.138128,0.000098,0.000353,0.000094
19197,0.743613,0.000022,0.000062,0.000094
19043,3.776285,0.000335,0.001397,0.000094
29085,2.642404,0.000167,0.000644,0.000189
26153,1.017543,0.000048,0.000141,0.000073
19017,1.097331,0.000043,0.000122,0.000094
17087,2.865212,0.000169,0.000693,0.000059
31019,1.36672,0.000064,0.000202,0.000076
31169,1.092747,0.000037,0.000112,0.000076
31097,1.786103,0.00006,0.000222,0.000076
8099,1.046905,0.000026,0.000072,0.000564
1081,2.257822,0.000143,0.00045,0.000183
6109,13.338286,0.001175,0.006572,0.000882
8103,9.697359,0.001021,0.005107,0.000564
12041,2.362342,0.000358,0.000849,0.000081
29186,3.972875,0.000384,0.001485,0.000189
28099,1.920975,0.000104,0.000336,0.000088
28139,2.584074,0.000172,0.000635,0.000088
18151,1.476459,0.000085,0.000256,0.000102
8079,15.698965,0.001339,0.007895,0.000564
5089,6.26571,0.000712,0.003285,0.000201
22061,2.041374,0.000096,0.000351,0.000053
42057,6.717761,0.000445,0.002218,0.00037
41011,12.830351,0.002153,0.00984,0.000839
41013,6.134782,0.000384,0.0021,0.000839
27067,0.92347,0.000039,0.000114,0.000071
55013,1.607945,0.00009,0.000297,0.000164
56007,4.568696,0.000278,0.00143,0.000425
18159,0.525798,0.00002,0.000048,0.000102
19167,1.336825,0.000039,0.000131,0.000094
19151,0.719826,0.000024,0.000061,0.000094
19033,0.884597,0.000028,0.000081,0.000094
55139,0.923526,0.000033,0.000096,0.000164
13161,1.215113,0.000049,0.00015,0.000157
21211,2.082674,0.000139,0.000448,0.000807
13097,3.011663,0.000195,0.00072,0.000157
13071,1.321767,0.000083,0.000198,0.000157
54091,9.144819,0.001011,0.005606,0.001546
19153,1.701742,0.000128,0.00032,0.000094
19175,2.144876,0.000106,0.000371,0.000094
21227,2.576671,0.000165,0.000724,0.000807
27037,1.517368,0.000067,0.000234,0.000071
36027,4.647889,0.000266,0.001397,0.000214
30097,8.117255,0.000682,0.003636,0.000501
31075,3.554857,0.000083,0.000571,0.000076
20201,1.488869,0.000048,0.000168,0.00005
20031,1.062842,0.000027,0.000092,0.00005
20151,0.832904,0.000033,0.000076,0.00005
35023,3.647386,0.000358,0.001723,0.000347
21111,1.95028,0.000145,0.00051,0.000807
17067,1.025744,0.000051,0.000156,0.000059
27169,5.646354,0.000745,0.00356,0.000071
53063,4.094233,0.000252,0.00122,0.000965
17141,1.424185,0.000049,0.000173,0.000059
13237,2.275425,0.00011,0.000404,0.000157
13081,1.496167,0.000123,0.00028,0.000157
19007,1.920564,0.000115,0.00037,0.000094
47101,3.998969,0.000487,0.00159,0.000501
47137,6.963384,0.000828,0.003579,0.000501
17065,1.154409,0.000042,0.000134,0.000059
13011,3.408707,0.000264,0.000982,0.000157
48171,2.574531,0.000116,0.000501,0.000105
48461,1.137557,0.000044,0.000176,0.000105
48357,1.023932,0.000044,0.000141,0.000105
48031,2.928,0.000143,0.000618,0.000105
55049,4.109829,0.000399,0.001632,0.000164
55005,1.867266,0.000092,0.000326,0.000164
56037,2.834055,0.000155,0.000733,0.000425
47077,2.33824,0.000136,0.000475,0.000501
48403,1.887119,0.000085,0.000309,0.000105
50021,8.317051,0.000451,0.002715,0.00036
19155,2.55151,0.000139,0.00054,0.000094
19055,1.659535,0.000078,0.000284,0.000094
19083,1.240289,0.000056,0.000166,0.000094
19125,2.165919,0.000129,0.00041,0.000094
36121,2.846543,0.000113,0.000447,0.000214
47115,8.266129,0.000516,0.002954,0.000501
47029,9.525955,0.001295,0.005598,0.000501
13109,1.260669,0.000056,0.000156,0.000157
13017,1.506357,0.000081,0.000217,0.000157
17149,1.935432,0.000127,0.000472,0.000059
28095,1.741953,0.000111,0.000349,0.000088
27151,0.683856,0.000021,0.000058,0.000071
27017,1.388978,0.000069,0.000229,0.000071
27003,1.039859,0.000049,0.000137,0.000071
27001,1.183564,0.000053,0.000167,0.000071
55085,1.48698,0.000079,0.00026,0.000164
55079,1.213706,0.000043,0.000133,0.000164
55035,2.391543,0.000161,0.000575,0.000164
32510,9.818155,0.000788,0.004187,0.000559
38027,0.942198,0.000027,0.000089,0.000063
38063,0.741084,0.000021,0.000065,0.000063
38075,0.657876,0.000016,0.000044,0.000063
38095,0.51857,0.000013,0.000032,0.000063
48307,1.43684,0.000041,0.000153,0.000105
19061,3.107805,0.00023,0.000928,0.000094
19081,0.805894,0.000026,0.000072,0.000094
54049,9.694302,0.001463,0.007194,0.001546
54077,8.176482,0.000715,0.004103,0.001546
54089,11.653527,0.001418,0.006949,0.001546
17169,1.639416,0.000112,0.000374,0.000059
13255,1.990633,0.000102,0.000345,0.000157
21185,2.821369,0.000226,0.000894,0.000807
21163,3.270982,0.000239,0.001105,0.000807
56001,3.968056,0.000296,0.001382,0.000425
56021,2.074681,0.00009,0.000369,0.000425
56009,3.443189,0.0002,0.000953,0.000425
56015,2.022269,0.000098,0.000411,0.000425
20113,0.993925,0.000042,0.000108,0.00005
20073,1.8022,0.000068,0.000256,0.00005
31091,2.909989,0.000081,0.000445,0.000076
47075,1.316606,0.000064,0.000179,0.000501
47139,8.265887,0.001171,0.004993,0.000501
18179,0.712814,0.00003,0.000083,0.000102
18155,3.626516,0.000385,0.001487,0.000102
23005,2.763386,0.000122,0.000536,0.000116
23001,3.089049,0.000138,0.000639,0.000116
19171,1.847016,0.000084,0.000302,0.000094
